"REGION","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HOUSETYPE","HH_NUMKIDS","AGEYCHILD","HH_NUMADULTS","DAY","WT06","AGE","SEX","MARST","EDUC","EMPSTAT","MULTJOBS","WHYABSNT","FULLPART","UHRSWORKT","EARNWEEK","SPOUSEPRES","SPAGE","SPSEX","SPEDUC","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","DIFFANY","ECPRIOR","BLS_CAREHH","BLS_CARENHH","BLS_COMM","BLS_EDUC","BLS_FOOD","BLS_HHACT","BLS_LEIS","BLS_PCARE","BLS_PURCH","BLS_SOCIAL","BLS_WORK","RACE4","sp_race4"
"Northeast","$12,500 to $14,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Sunday",5458014.181941,85,"Female","Widowed","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty",NA,0,0,0,0,180,0,360,885,0,0,0,"Asian","Other / Mixed"
"Northeast","$10,000 to $12,499",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Sunday",1751087.261289,63,"Male","Never married","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,40,0,65,81,460,655,19,0,0,"Black/African American","Other / Mixed"
"Northeast","$60,000 to $74,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Tuesday",6580190.63176,63,"Female","Widowed","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,10,0,60,50,573,677,0,70,0,"White","Other / Mixed"
"Midwest","$25,000 to $29,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Tuesday",8647025.911011,66,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",65,"Female","College degree +","Retired",NA,NA,"No difficulty","No",0,0,0,0,240,180,420,510,90,0,0,"Hispanic/Latino","White"
"South","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",2266320.211745,68,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",64,"Male","College degree +","Employed - at work",5,NA,"No difficulty","Yes",0,0,15,0,130,114,260,630,0,291,0,"White","White"
"Northeast","$150,000 and over",4,"Owned by household member","Yes","House, apartment, flat",2,2,2,"Monday",12898238.975334,36,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,1730.76,"Spouse present",36,"Female","College degree +","Employed - at work",40,1923.07,"No difficulty","No",210,0,0,0,105,105,90,415,0,0,515,"Asian","Asian"
"South","$100,000 to $149,999",2,"Owned by household member","No","Mobile home w/o room added",0,NA,2,"Monday",10423775.564573,39,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,1403.84,"Spouse present",34,"Male","College degree +","Employed - at work",40,865.38,"No difficulty","No",0,0,0,0,105,60,270,570,0,0,435,"White","White"
"South","$7,500 to $9,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Thursday",13379916.252931,68,"Male","Divorced","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,90,555,120,675,0,0,0,"White","Other / Mixed"
"West","$25,000 to $29,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Wednesday",8241109.703076,76,"Male","Divorced","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,25,0,140,150,590,535,0,0,0,"White","Other / Mixed"
"South","$150,000 and over",3,"Owned by household member","Yes","House, apartment, flat",1,6,2,"Monday",13872426.633686,43,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",NA,2596.15,"Spouse present",42,"Male","College degree +","Employed - at work",40,2596.15,"No difficulty","Yes",165,0,0,0,95,20,0,440,0,0,720,"Asian","Asian"
"South","$75,000 to $99,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",4886839.376142,46,"Male","Never married","HS diploma, no college","Employed - at work","No",NA,"Full time",40,1600,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,15,105,550,760,0,0,0,"Black/African American","Other / Mixed"
"South","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Tuesday",7842398.541686,56,"Male","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",60,2019.23,"Spouse present",55,"Female","HS diploma, no college","Not employed",NA,NA,"No difficulty","No",30,0,0,0,48,80,163,470,0,0,649,"White","White"
"West","$100,000 to $149,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Tuesday",7359721.614903,53,"Female","Divorced","College degree +","Employed - at work","No",NA,"Full time",50,1153.84,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","Yes",0,0,0,0,10,115,485,570,260,0,0,"White","Other / Mixed"
"Midwest","$100,000 to $149,999",5,"Owned by household member","Yes","House, apartment, flat",3,5,2,"Tuesday",11576148.646429,43,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",50,1980.76,"Spouse present",38,"Female","College degree +","Employed - at work",50,1442.3,"No difficulty","No",95,0,0,0,50,0,30,510,0,15,740,"White","White"
"South","$35,000 to $39,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",3380399.341688,68,"Female","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Part time",15,187.5,"Spouse present",72,"Male","HS diploma, no college","Employed - at work",30,360,"No difficulty","Yes",0,160,45,0,20,65,365,705,10,70,0,"White","White"
"West","$40,000 to $49,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",18511399.79958,50,"Male","Married - spouse present","Less than HS diploma","Employed - at work","No",NA,"Full time",40,NA,"Spouse present",49,"Female","Less than HS diploma","Not employed",NA,NA,"No difficulty","No",0,0,0,0,45,0,280,600,0,0,515,"Hispanic/Latino","Hispanic/Latino"
"South","$150,000 and over",3,"Owned by household member","Yes","House, apartment, flat",2,3,1,"Wednesday",8087227.408798,48,"Male","Widowed","College degree +","Employed - at work","No",NA,"Full time",40,2884.61,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,15,0,60,75,105,630,15,0,540,"Asian","Other / Mixed"
"Midwest","$150,000 and over",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Thursday",18416392.199734,25,"Male","Never married","College degree +","Employed - at work","Yes",NA,"Full time",54,611.11,"Unmarried partner present",23,"Female","College degree +","Employed - at work",39,780,"No difficulty","No",0,0,0,0,85,0,290,390,0,0,675,"White","Asian"
"West","$50,000 to $59,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Thursday",9567569.285737,77,"Male","Never married","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,105,360,555,420,0,0,0,"White","Other / Mixed"
"Northeast","$150,000 and over",3,"Owned by household member","Yes","House, apartment, flat",1,1,2,"Sunday",3501674.078479,29,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,2884.61,"Spouse present",30,"Female","College degree +","Employed - at work",40,2200,"No difficulty","No",0,0,0,0,65,150,550,675,0,0,0,"White","White"
"Midwest","$25,000 to $29,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",4844659.70613,73,"Male","Never married","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,60,180,0,120,360,180,540,0,0,0,"White","Other / Mixed"
"Midwest","$100,000 to $149,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Friday",13864516.028639,62,"Male","Divorced","HS diploma, no college","Employed - at work","No",NA,"Full time",40,2800,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,1,0,0,0,8,226,560,45,0,600,"White","Other / Mixed"
"Midwest","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",11635231.578613,58,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",50,2153.84,"Spouse present",57,"Female","College degree +","Employed - at work",21,2099.79,"No difficulty","No",0,0,0,0,90,105,180,530,0,0,475,"White","White"
"Midwest","$50,000 to $59,999",3,"Rented for cash","No","House, apartment, flat",0,NA,3,"Wednesday",13906723.961804,72,"Female","Separated","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"Unmarried partner present",65,"Male","Some college","Unable to work",NA,NA,"No difficulty","No",80,0,0,0,60,30,375,820,75,0,0,"Black/African American","Black/African American"
"Northeast","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",10638588.107367,76,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",77,"Male","HS diploma, no college","Retired",NA,NA,"No difficulty","No",0,0,0,0,90,455,365,530,0,0,0,"White","White"
"Midwest","$75,000 to $99,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Tuesday",25964649.245651,22,"Female","Never married","Some college","Employed - at work","No",NA,"Full time",40,961.53,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,70,10,210,535,0,0,615,"White","Other / Mixed"
"Northeast","$150,000 and over",3,"Owned by household member","Yes","House, apartment, flat",1,15,2,"Friday",35843834.610676,45,"Female","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Part time",16,225,"Spouse present",47,"Male","HS diploma, no college","Employed - at work",40,2403,"No difficulty","Yes",170,10,0,0,6,400,390,464,0,0,0,"White","White"
"Midwest","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Wednesday",8941724.638716,67,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",68,"Male","Some college","Employed - at work",32,NA,"No difficulty","No",0,0,0,0,200,390,135,650,20,45,0,"White","White"
"Northeast","$7,500 to $9,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Friday",7503398.336954,63,"Female","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",69,"Male","HS diploma, no college","Employed - at work",30,346,"No difficulty","No",36,0,0,0,78,40,192,740,354,0,0,"White","White"
"South","$150,000 and over",3,"Owned by household member","Yes","House, apartment, flat",1,16,2,"Thursday",21989953.683621,16,"Female","Never married","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",70,0,60,600,70,0,150,490,0,0,0,"White","Other / Mixed"
"West","$150,000 and over",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Monday",9426552.979021,72,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",72,"Female","College degree +","Retired",NA,NA,"No difficulty","Yes",390,0,0,0,105,60,170,715,0,0,0,"White","Asian"
"South","$35,000 to $39,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",9093999.093489,67,"Female","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",73,"Male","HS diploma, no college","Not employed",NA,NA,"No difficulty","Yes",0,0,0,0,210,240,300,650,0,40,0,"White","White"
"Northeast","$150,000 and over",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Saturday",7308176.406069,55,"Female","Divorced","Some college","Employed - at work","No",NA,"Full time",50,2211.53,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,75,0,0,328,120,700,217,0,0,"Black/African American","Other / Mixed"
"South","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",5878763.924539,64,"Female","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",68,"Male","HS diploma, no college","Not employed",NA,NA,"No difficulty","Yes",0,30,45,0,60,375,150,560,30,190,0,"White","White"
"Midwest","$30,000 to $34,999",2,"Owned by household member","No","Mobile home w/o room added",0,NA,2,"Friday",9529940.796992,68,"Female","Widowed","Some college","Employed - at work","No",NA,"Part time",25,478.5,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,4,27,0,640,105,331,333,"White","Other / Mixed"
"South","$150,000 and over",3,"Rented for cash","Yes","House, apartment, flat",1,0,2,"Saturday",7514383.483958,33,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,2884.61,"Spouse present",31,"Male","College degree +","Employed - at work",40,2884.61,"No difficulty","No",85,0,0,0,145,90,662,398,25,0,0,"White","White"
"Midwest","$100,000 to $149,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",2301187.83238,63,"Male","Divorced","College degree +","Employed - at work","No",NA,"Part time",10,110,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,20,210,640,570,0,0,0,"White","Other / Mixed"
"South","$150,000 and over",3,"Owned by household member","Yes","House, apartment, flat",1,16,2,"Saturday",6213246.856273,46,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",55,NA,"Spouse present",42,"Female","College degree +","Employed - at work",40,NA,"No difficulty","No",330,0,0,0,100,0,230,510,0,0,60,"White","White"
"Midwest","$50,000 to $59,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Sunday",7200829.611386,62,"Female","Never married","Some college","Employed - at work","No",NA,"Part time",15,200,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,20,225,410,450,0,0,320,"Black/African American","Other / Mixed"
"West","$150,000 and over",4,"Owned by household member","Yes","House, apartment, flat",2,11,2,"Saturday",5565586.058781,47,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Part time",25,NA,"Spouse present",41,"Male","College degree +","Employed - at work",90,2884.61,"No difficulty","No",0,0,0,0,390,60,280,470,240,0,0,"White","White"
"South","$7,500 to $9,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Friday",12880655.803049,56,"Male","Never married","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,30,208,497,645,60,0,0,"Black/African American","Other / Mixed"
"Midwest","Less than $5,000",4,"Rented for cash","Yes","House, apartment, flat",1,17,3,"Saturday",20330098.323192,27,"Male","Married - spouse present","HS diploma, no college","Employed - at work","Yes",NA,"Full time",58,900,"Unmarried partner present",27,"Female","HS diploma, no college","Employed - at work",99,NA,"No difficulty","No",0,0,0,0,45,104,90,601,0,0,600,"Asian","Asian"
"Midwest","$60,000 to $74,999",5,"Rented for cash","Yes","House, apartment, flat",2,10,3,"Wednesday",60070867.867635,18,"Male","Never married","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,502,110,60,205,563,0,0,0,"Hispanic/Latino","Other / Mixed"
"South","$50,000 to $59,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Saturday",4569109.442381,46,"Male","Never married","Some college","Employed - at work","No",NA,"Full time",40,935,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,120,0,60,30,250,605,60,0,315,"Hispanic/Latino","Other / Mixed"
"Midwest","$30,000 to $34,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",6538907.975279,39,"Female","Divorced","Some college","Employed - at work","No",NA,"Full time",40,800,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,0,420,60,18,0,330,0,0,612,"White","Other / Mixed"
"West","$75,000 to $99,999",3,"Rented for cash","No","House, apartment, flat",0,NA,3,"Thursday",25841941.976941,23,"Female","Never married","College degree +","Unemployed - looking",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,230,250,200,603,57,0,100,"White","Other / Mixed"
"Northeast","$100,000 to $149,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Saturday",2658122.994379,78,"Male","Divorced","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,60,0,45,45,630,540,0,0,0,"White","Other / Mixed"
